name,salary_from,salary_to,salary_currency,area_name,published_at
Сервисный инженер (горно-шахтное оборудование),60000.0,,RUR,Осинники,2022-12-26T05:41:12+0300
Автор по информационной безопасности,,50000.0,RUR,Самара,2022-12-26T05:31:43+0300
Автор по информационной безопасности,,50000.0,RUR,Екатеринбург,2022-12-26T05:31:43+0300
Специалист по обучению 1С,70000.0,90000.0,RUR,Владивосток,2022-12-26T04:17:47+0300
Главный механик (Дизельные электростанции),50000.0,,RUR,Красноярск,2022-12-26T05:37:17+0300
Senior/Lead Python Developer,,,,Алматы,2022-12-26T01:45:24+0300
Автор по информационной безопасности,,50000.0,RUR,Нижний Новгород,2022-12-26T05:31:43+0300
Директор ресторана,,,,Красноярск,2022-12-26T04:52:18+0300
Оформитель торгового комплекса (улица Кузоваткина),39000.0,47000.0,RUR,Нижневартовск,2022-12-26T03:19:31+0300
Сетевой инженер и администратор серверного оборудования (Балашиха или Волгоград),,,,Екатеринбург,2022-12-26T05:56:11+0300
Senior/Lead Scala Developer,,,,Алматы,2022-12-26T01:48:35+0300
Стажер-разработчик React,15000.0,,RUR,Ульяновск,2022-12-26T11:03:00+0300
Вечерний сотрудник в отдел технической поддержки,950.0,1250.0,USD,Тбилиси,2022-12-26T11:51:43+0300
Junior Java разработчик (Стажер),,,,Омск,2022-12-26T07:12:21+0300
Инженер по ручному тестированию (QA manual - Специалист),,,,Екатеринбург,2022-12-26T09:06:57+0300
Middle QA Engineer,,,,Минск,2022-12-26T11:11:42+0300
Операционист,25000.0,30000.0,KGS,Бишкек,2022-12-26T07:05:20+0300
Системный администратор,,,,Жлобин,2022-12-26T09:08:16+0300
Младший системный администратор,40000.0,50000.0,RUR,Барнаул,2022-12-26T07:31:53+0300
Junior Java разработчик (Стажер),,,,Барнаул,2022-12-26T07:12:21+0300
Аналитик данных,80000.0,,RUR,Москва,2022-12-26T11:52:14+0300
Тестировщик,,,,Москва,2022-12-26T10:50:06+0300
Android разработчик (Kotlin),,,,Москва,2022-12-26T10:59:01+0300
Веб-дизайнер (UX/UI),,,,Воронеж,2022-12-26T10:04:49+0300
Frontend react.js developer,,,,Кострома,2022-12-26T11:00:39+0300
Веб-дизайнер,35000.0,40000.0,RUR,Санкт-Петербург,2022-12-26T11:42:45+0300
Веб-разработчик TypeScript Junior+/Middle,,,,Красноярск,2022-12-26T11:18:55+0300
Технический директор,420000.0,,RUR,Москва,2022-12-26T09:57:06+0300
Системный администратор,350000.0,350000.0,KZT,Алматы,2022-12-26T07:40:02+0300
Frontend-разработчик,70000.0,70000.0,RUR,Ставрополь,2022-12-26T11:42:20+0300
SMM-специалист / оформитель,28000.0,,RUR,Альметьевск,2022-12-26T09:27:18+0300
Тестировщик,,,,Екатеринбург,2022-12-26T10:50:06+0300
Системный администратор,400000.0,500000.0,KZT,Алматы,2022-12-26T10:58:09+0300
Системный администратор,2000.0,,BYR,Минск,2022-12-26T11:34:00+0300
Тестировщик,,,,Казань,2022-12-26T10:50:06+0300
Тестировщик,,,,Санкт-Петербург,2022-12-26T10:50:06+0300
Аналитик командировочно-визового обслуживания,,,,Выкса,2022-12-26T11:45:58+0300
Head of RnD,,,,Москва,2022-12-26T09:37:36+0300
Testing specialist,,,,Москва,2022-12-26T11:55:30+0300
"Junior Game Designer (hyper-casual, удаленно)",,,,Москва,2022-12-26T10:04:39+0300
Редактор сообществ ВК,35000.0,,RUR,Санкт-Петербург,2022-12-26T11:40:50+0300
IOS-разработчик (junior/junior+),60000.0,120000.0,RUR,Уфа,2022-12-26T07:30:31+0300
Главный специалист отдела технической эксплуатации имущественного комплекса,52000.0,,RUR,Казань,2022-12-26T11:12:00+0300
Testing specialist,,,,Санкт-Петербург,2022-12-26T11:55:30+0300
Тестировщик,,,,Нижний Новгород,2022-12-26T10:50:06+0300
Инженер-наладчик,120000.0,,RUR,Санкт-Петербург,2022-12-26T11:56:37+0300
Графический дизайнер,,,,Москва,2022-12-26T10:33:32+0300
Тестировщик,,,,Воронеж,2022-12-26T10:50:06+0300
Frontend - разработчик (вёрстка лендингов),,,,Москва,2022-12-26T11:31:19+0300
Frontend-разработчик (Junior),,,,Санкт-Петербург,2022-12-26T11:40:54+0300
Продакт-менеджер,600000.0,800000.0,KZT,Алматы,2022-12-26T10:03:36+0300
Специалист технической поддержки CRM-системы,100000.0,150000.0,RUR,Москва,2022-12-26T09:36:09+0300
Java-разработчик,,,,Алматы,2022-12-26T07:30:27+0300
SMM-специалист / оформитель,28000.0,,RUR,Лениногорск,2022-12-26T09:27:18+0300
UI/UX дизайнер (Junior),,,,Саранск,2022-12-26T09:43:34+0300
Аналитик данных (intern/junior),,,,Тюмень,2022-12-26T08:21:21+0300
Аналитик данных/ Младший аналитик данных,,,,Санкт-Петербург,2022-12-26T10:11:18+0300
Data Analyst (Game),,,,Минск,2022-12-26T09:15:12+0300
IT Директор,520000.0,,RUR,Москва,2022-12-26T09:57:06+0300
Аналитик данных,180000.0,200000.0,RUR,Москва,2022-12-26T11:25:20+0300
Механик,50000.0,70000.0,RUR,Красноярск,2022-12-26T11:57:56+0300
Руководитель ИТ-проектов,,,,Казань,2022-12-26T11:27:06+0300
Оператор станка с ЧПУ,60000.0,100000.0,RUR,Оренбург,2022-12-26T06:46:27+0300
Руководитель IT проекта. Удаленно.,150000.0,300000.0,RUR,Нижний Новгород,2022-12-26T10:48:35+0300
UI/UX дизайнер,,,,Москва,2022-12-26T11:38:22+0300
Frontend-разработчик / junior,,,,Москва,2022-12-26T10:25:03+0300
Младший разработчик,45000.0,,RUR,Пермь,2022-12-26T11:00:34+0300
Веб-дизайнер (Офис на Пхукете),,70000.0,RUR,Таиланд,2022-12-26T11:45:09+0300
Тест-менеджер в сервисной команде по тестированию,,,,Москва,2022-12-26T10:28:00+0300
Frontend developer (ReactJS + TypeScript),,180000.0,RUR,Москва,2022-12-26T10:09:15+0300
Программист,,,,Владивосток,2022-12-26T09:47:32+0300
Сетевой инженер,350000.0,400000.0,KZT,Астана,2022-12-26T10:42:50+0300
Системный администратор,15000.0,,RUR,Липецк,2022-12-26T09:47:20+0300
UX / UI дизайнер,,,,Москва,2022-12-26T11:14:21+0300
Младший специалист отдела IT-поддержки,,,,Москва,2022-12-26T10:02:45+0300
Менеджер маркетплейсов (стажер),200000.0,300000.0,KZT,Алматы,2022-12-26T08:38:02+0300
Low-code разработчик (junior),,,,Москва,2022-12-26T11:00:31+0300
Администратор по информационной безопасности,,80000.0,RUR,Ставрополь,2022-12-26T08:46:41+0300
Аналитик,,,,Алматы,2022-12-26T07:48:18+0300
Помощник дизайнера (ассистент дизайнера),40000.0,50000.0,RUR,Москва,2022-12-26T11:13:44+0300
.NET-разработчик (Junior),,,,Астана,2022-12-26T08:21:25+0300
РНР developer/стажёр/intern,,,,Минск,2022-12-26T09:44:43+0300
Системный администратор,,,,Махачкала,2022-12-26T09:45:44+0300
Механик автоколонны,50000.0,,RUR,Ростов-на-Дону,2022-12-26T10:04:12+0300
Менеджер проектов,,,,Москва,2022-12-26T10:08:53+0300
Web-программист (офис),130000.0,,RUR,Казань,2022-12-26T10:06:44+0300
Специалист службы поддержки пользователей,40000.0,40000.0,RUR,Санкт-Петербург,2022-12-26T08:48:35+0300
Motion дизайнер (Телеканал Муз-ТВ),,,,Москва,2022-12-26T10:29:04+0300
Сетевой инженер,67000.0,,RUR,Пермь,2022-12-26T10:38:47+0300
Литературный редактор,,,,Москва,2022-12-26T11:13:16+0300
Junior Python разработчик (Django) в офис в Краснодаре,60000.0,,RUR,Краснодар,2022-12-26T09:10:59+0300
QA Engineer,,,,Москва,2022-12-26T10:31:48+0300
Junior Product Manager в ИТ-компанию,,,,Алматы,2022-12-26T11:26:50+0300
